,DateTime,Severity,EpochTime,ErrorType,Service,EndPoint,DataVal1,DataVal2,Content,UUID,EventId,EventTemplate
5437,2024-11-26 04:51:14.613,info,1732596674613,OK,admin-service,/product,2,,Products listed successfully from product-service in 2 ms,c9331799-876f-4c0b-becb-6a3b84e9f6fa,E4,Products listed successfully from product-service in <*> ms
5438,2024-11-26 04:51:15.040,info,1732596675040,OK,user-service,list,1,,Users queried with success in 1ms,b5b99589-8054-4282-868d-754634e935ca,E1,Users queried with success in <*>
5439,2024-11-26 04:51:14.480,info,1732596674480,OK,admin-service,/product,4,,Products listed successfully from product-service in 4 ms,febde8e4-050b-427b-8aed-cd87bbb664a8,E4,Products listed successfully from product-service in <*> ms
5440,2024-11-26 04:51:14.779,info,1732596674779,OK,user-service,list,1,,Users queried with success in 1ms,a05f4a01-132e-495c-b584-a2a72a863462,E1,Users queried with success in <*>
5441,2024-11-26 04:51:14.528,info,1732596674528,OK,admin-service,/purchase,715,,Purchases listed successfully from purchase-service in 715 ms,d4f20a15-8087-4647-ae86-58fbd886da81,E5,Purchases listed successfully from purchase-service in <*> ms
5442,2024-11-26 04:51:14.482,info,1732596674482,OK,purchase-service,list,0,,Purchases list fetched successfully from postgres database in 0 ms,98cc2eae-3491-4f1c-afc3-aba5bbb37a8b,E2,Purchases list fetched successfully from postgres database in <*> ms
5443,2024-11-26 04:51:15.139,info,1732596675139,OK,purchase-service,list,0,,Purchases list fetched successfully from postgres database in 0 ms,4b2eebfc-6839-48ac-b8dd-e48b0d0e617b,E2,Purchases list fetched successfully from postgres database in <*> ms
5444,2024-11-26 04:51:14.772,info,1732596674772,OK,admin-service,/purchase,800,,Purchases listed successfully from purchase-service in 800 ms,6ae84a09-f877-4cf6-b090-c70334991691,E5,Purchases listed successfully from purchase-service in <*> ms
5445,2024-11-26 04:51:14.887,info,1732596674887,OK,admin-service,/product,3,,Products listed successfully from product-service in 3 ms,3c7926c0-67e7-4718-b470-61fc284ad4d6,E4,Products listed successfully from product-service in <*> ms
5446,2024-11-26 04:51:15.034,info,1732596675034,OK,admin-service,/user,256,,Users listed successfully from user-service in 256 ms,7d3e0bb2-a547-479a-bb60-f82dccac6b09,E6,Users listed successfully from user-service in <*> ms
5447,2024-11-26 04:51:15.137,info,1732596675137,OK,admin-service,/product,2,,Products listed successfully from product-service in 2 ms,4401db0e-1db5-4468-b272-ad2557db7749,E4,Products listed successfully from product-service in <*> ms
5448,2024-11-26 04:51:15.262,info,1732596675262,OK,admin-service,/purchase,1057,,Purchases listed successfully from purchase-service in 1057 ms,36e4241b-ac0f-4655-bd4b-3aadba6c5d4a,E5,Purchases listed successfully from purchase-service in <*> ms
5449,2024-11-26 04:51:15.265,info,1732596675265,OK,admin-service,/product,2,,Products listed successfully from product-service in 2 ms,9e73eaa1-7308-4a24-926b-3939c8469c87,E4,Products listed successfully from product-service in <*> ms
5450,2024-11-26 04:51:15.689,info,1732596675689,SVC_USER_REQ_DELAY,apigateway,/userslist,287,,Fetching users list took longer than expected (max=100ms): 287 ms,bfca561b-f4d8-46ec-9a08-6bcaa2655f0b,E9,Fetching users list took longer than expected <*> <*> ms
5451,2024-11-26 04:51:15.257,info,1732596675257,SVC_USER_REQ_DELAY,apigateway,/userslist,219,,Fetching users list took longer than expected (max=100ms): 219 ms,b5b99589-8054-4282-868d-754634e935ca,E9,Fetching users list took longer than expected <*> <*> ms
5452,2024-11-26 04:51:15.535,info,1732596675535,SVC_USER_REQ_DELAY,apigateway,/userslist,185,,Fetching users list took longer than expected (max=100ms): 185 ms,4ba33d9a-f4a0-4c00-a1f9-fb1c22eedaf9,E9,Fetching users list took longer than expected <*> <*> ms
5453,2024-11-26 04:51:15.935,info,1732596675935,SVC_USER_REQ_DELAY,apigateway,/userslist,143,,Fetching users list took longer than expected (max=100ms): 143 ms,2219aeef-e13a-40b0-8d1e-08f7c36322da,E9,Fetching users list took longer than expected <*> <*> ms
5454,2024-11-26 04:51:15.544,info,1732596675544,OK,product-service,list,1,,Products fetched with success in 1 ms,3ac952aa-857e-47bf-9932-45e47148afb5,E3,Products fetched with success in <*> ms
5455,2024-11-26 04:51:16.095,info,1732596676095,OK,admin-service,/user,293,,Users listed successfully from user-service in 293 ms,9fc4edcc-5522-4435-87ca-d9fd23231259,E6,Users listed successfully from user-service in <*> ms
5456,2024-11-26 04:51:15.941,info,1732596675941,OK,product-service,list,0,,Products fetched with success in 0 ms,1db718c6-69af-46bf-9cf2-dbc1770ecf7a,E3,Products fetched with success in <*> ms
5457,2024-11-26 04:51:15.698,info,1732596675698,OK,purchase-service,list,1,,Purchases list fetched successfully from postgres database in 1 ms,411a9b69-1cf4-40bc-9a5e-9c682daa0b7a,E2,Purchases list fetched successfully from postgres database in <*> ms
5458,2024-11-26 04:51:15.831,info,1732596675831,OK,user-service,list,1,,Users queried with success in 1ms,f8fdd78b-f3a9-4674-9fc8-aad492e88aa3,E1,Users queried with success in <*>
5459,2024-11-26 04:51:15.787,info,1732596675787,OK,admin-service,/user,270,,Users listed successfully from user-service in 270 ms,eb6d77f5-9d6b-48b1-a812-bceeb31bda4e,E6,Users listed successfully from user-service in <*> ms
5460,2024-11-26 04:51:15.355,info,1732596675355,OK,user-service,list,1,,Users queried with success in 1ms,4ba33d9a-f4a0-4c00-a1f9-fb1c22eedaf9,E1,Users queried with success in <*>
5461,2024-11-26 04:51:15.943,info,1732596675943,OK,admin-service,/product,3,,Products listed successfully from product-service in 3 ms,de25a2b5-d9ff-4442-9e0e-feafeed7fa0e,E4,Products listed successfully from product-service in <*> ms
5462,2024-11-26 04:51:15.397,info,1732596675397,OK,admin-service,/user,130,,Users listed successfully from user-service in 130 ms,d01f8252-0c0f-453e-829d-9d2515798da3,E6,Users listed successfully from user-service in <*> ms
5463,2024-11-26 04:51:15.906,info,1732596675906,OK,user-service,list,1,,Users queried with success in 1ms,8323267d-6759-4bdc-963d-1252a27d6648,E1,Users queried with success in <*>
5464,2024-11-26 04:51:15.794,info,1732596675794,OK,user-service,list,2,,Users queried with success in 2ms,2219aeef-e13a-40b0-8d1e-08f7c36322da,E1,Users queried with success in <*>
5465,2024-11-26 04:51:15.695,info,1732596675695,OK,product-service,list,1,,Products fetched with success in 1 ms,b34c7b17-717c-4039-b73f-c14f554f1e7a,E3,Products fetched with success in <*> ms
5466,2024-11-26 04:51:15.520,info,1732596675520,OK,user-service,list,1,,Users queried with success in 1ms,4f40b8ea-52e7-4436-95eb-b50d1644b905,E1,Users queried with success in <*>
5467,2024-11-26 04:51:15.547,info,1732596675547,OK,purchase-service,list,0,,Purchases list fetched successfully from postgres database in 0 ms,db863fc6-1070-4ef1-a9ce-4e258fec9260,E2,Purchases list fetched successfully from postgres database in <*> ms
5468,2024-11-26 04:51:16.216,info,1732596676216,OK,product-service,list,1,,Products fetched with success in 1 ms,25cdb3c9-21be-48aa-854b-9a7f58fff5ad,E3,Products fetched with success in <*> ms
5469,2024-11-26 04:51:15.511,info,1732596675511,OK,admin-service,/purchase,1029,,Purchases listed successfully from purchase-service in 1029 ms,3402497e-28be-422d-948c-c182bf95cc64,E5,Purchases listed successfully from purchase-service in <*> ms
5470,2024-11-26 04:51:15.797,info,1732596675797,OK,admin-service,/purchase,1183,,Purchases listed successfully from purchase-service in 1183 ms,9b69b051-3642-4f74-b0bc-1f998a19d56f,E5,Purchases listed successfully from purchase-service in <*> ms
5471,2024-11-26 04:51:16.217,info,1732596676217,OK,admin-service,/product,2,,Products listed successfully from product-service in 2 ms,a205655c-cd07-490c-83a9-15cb4345c7cd,E4,Products listed successfully from product-service in <*> ms
5472,2024-11-26 04:51:16.061,info,1732596676061,OK,purchase-service,list,0,,Purchases list fetched successfully from postgres database in 0 ms,1f4ca984-a0a4-418d-bf2c-4ba17468d7d1,E2,Purchases list fetched successfully from postgres database in <*> ms
5473,2024-11-26 04:51:16.101,info,1732596676101,OK,user-service,list,1,,Users queried with success in 1ms,af9247b0-e814-4ba1-b9c3-58cb28603dec,E1,Users queried with success in <*>
5474,2024-11-26 04:51:15.696,info,1732596675696,OK,admin-service,/product,2,,Products listed successfully from product-service in 2 ms,a2941613-9413-424d-b337-b486458345c4,E4,Products listed successfully from product-service in <*> ms
5475,2024-11-26 04:51:15.429,info,1732596675429,OK,user-service,list,1,,Users queried with success in 1ms,bfca561b-f4d8-46ec-9a08-6bcaa2655f0b,E1,Users queried with success in <*>
