,Date,Time,Severity,EpochTime,ErrorType,Service,EndPoint,DataVal1,DataVal2,Content,EventId,EventTemplate
141,2024-11-15,07:22:12.059,info,1731698532059,OK,apigateway,/userslist,11,,Users list fetched successfully from user-service in 11 ms,E1,Users list fetched successfully from user-service in <*> ms
142,2024-11-15,07:22:12.059,info,1731698532059,OK,apigateway,/userslist,10,,Users list fetched successfully from user-service in 10 ms,E1,Users list fetched successfully from user-service in <*> ms
143,2024-11-15,07:22:12.061,info,1731698532061,OK,apigateway,/userslist,6,,Users list fetched successfully from user-service in 6 ms,E1,Users list fetched successfully from user-service in <*> ms
144,2024-11-15,07:22:12.067,info,1731698532067,OK,apigateway,/userslist,12,,Users list fetched successfully from user-service in 12 ms,E1,Users list fetched successfully from user-service in <*> ms
145,2024-11-15,07:22:12.067,info,1731698532067,OK,apigateway,/userslist,11,,Users list fetched successfully from user-service in 11 ms,E1,Users list fetched successfully from user-service in <*> ms
146,2024-11-15,07:22:12.070,info,1731698532070,OK,apigateway,/userslist,14,,Users list fetched successfully from user-service in 14 ms,E1,Users list fetched successfully from user-service in <*> ms
147,2024-11-15,07:22:12.071,info,1731698532071,OK,apigateway,/userslist,14,,Users list fetched successfully from user-service in 14 ms,E1,Users list fetched successfully from user-service in <*> ms
148,2024-11-15,07:22:12.071,info,1731698532071,OK,apigateway,/userslist,13,,Users list fetched successfully from user-service in 13 ms,E1,Users list fetched successfully from user-service in <*> ms
149,2024-11-15,07:22:12.072,info,1731698532072,OK,apigateway,/userslist,14,,Users list fetched successfully from user-service in 14 ms,E1,Users list fetched successfully from user-service in <*> ms
150,2024-11-15,07:22:12.073,info,1731698532073,OK,apigateway,/userslist,10,,Users list fetched successfully from user-service in 10 ms,E1,Users list fetched successfully from user-service in <*> ms
151,2024-11-15,07:22:12.074,info,1731698532074,OK,apigateway,/userslist,10,,Users list fetched successfully from user-service in 10 ms,E1,Users list fetched successfully from user-service in <*> ms
152,2024-11-15,07:22:12.074,info,1731698532074,OK,apigateway,/userslist,9,,Users list fetched successfully from user-service in 9 ms,E1,Users list fetched successfully from user-service in <*> ms
153,2024-11-15,07:22:12.081,info,1731698532081,OK,apigateway,/userslist,15,,Users list fetched successfully from user-service in 15 ms,E1,Users list fetched successfully from user-service in <*> ms
154,2024-11-15,07:22:12.081,info,1731698532081,OK,apigateway,/userslist,13,,Users list fetched successfully from user-service in 13 ms,E1,Users list fetched successfully from user-service in <*> ms
155,2024-11-15,07:22:12.082,info,1731698532082,OK,apigateway,/userslist,13,,Users list fetched successfully from user-service in 13 ms,E1,Users list fetched successfully from user-service in <*> ms
156,2024-11-15,07:22:12.082,info,1731698532082,OK,apigateway,/userslist,12,,Users list fetched successfully from user-service in 12 ms,E1,Users list fetched successfully from user-service in <*> ms
157,2024-11-15,07:22:12.083,info,1731698532083,OK,apigateway,/userslist,10,,Users list fetched successfully from user-service in 10 ms,E1,Users list fetched successfully from user-service in <*> ms
158,2024-11-15,07:22:12.087,info,1731698532087,OK,apigateway,/userslist,8,,Users list fetched successfully from user-service in 8 ms,E1,Users list fetched successfully from user-service in <*> ms
159,2024-11-15,07:22:12.088,info,1731698532088,OK,apigateway,/userslist,8,,Users list fetched successfully from user-service in 8 ms,E1,Users list fetched successfully from user-service in <*> ms
160,2024-11-15,07:22:12.088,info,1731698532088,OK,apigateway,/userslist,8,,Users list fetched successfully from user-service in 8 ms,E1,Users list fetched successfully from user-service in <*> ms
161,2024-11-15,07:22:12.092,info,1731698532092,OK,apigateway,/userslist,8,,Users list fetched successfully from user-service in 8 ms,E1,Users list fetched successfully from user-service in <*> ms
162,2024-11-15,07:22:12.102,info,1731698532102,OK,apigateway,/userslist,18,,Users list fetched successfully from user-service in 18 ms,E1,Users list fetched successfully from user-service in <*> ms
